"","OBJECTID","CommonGenus","CommonName","BotanicalGenus","Botanical","OnStreet","Location","ConditionTreeHealth","DBH","Height","LandmarkTree","Place"
"2781",31197,"maple","maple, red","Acer","Acer rubrum","CREST AVE","111 CREST AVE","Good","21 - 25","51-70","Yes","Street"
"2782",26906,"honeylocust","honeylocust, thornless","Gleditsia","Gleditsia triacanthos inermis","PHOENIX DR","101 PHOENIX DR","Neutral","11 - 15","31-50","No","Street"
"2783",16258,"apple/crabapple","crabapple, flowering","Malus","Malus spp.","JACKSON AVE","2150 JACKSON AVE","Very Good","0 - 5","0 - 10","No","Street"
"2784",31363,"linden","linden, littleleaf","Tilia","Tilia cordata","CHARLTON AVE","1507 CHARLTON AVE","Good","6 - 10","31-50","No","Street"
"2785",55671,"elm","elm, Siberian","Ulmus","Ulmus pumila","SOULE BLVD","1221 W LIBERTY ST","Neutral","16 - 20","51-70","No","Street"
"2786",55173,"linden","linden, American","Tilia","Tilia americana","SIXTH ST","536 SIXTH ST","Neutral","31 - 35","50 - 70","Yes","Street"
"2787",5893,"maple","maple, sugar","Acer","Acer saccharum","FOURTH ST","520 FOURTH ST","Neutral","21 - 25","50 - 70","Yes","Street"
"2788",27902,"maple","maple, silver","Acer","Acer saccharinum","FIFTH ST","421 FIFTH ST","Neutral","31 - 35","50 - 70","Yes","Street"
"2790",34351,"walnut","walnut, black","Juglans","Juglans nigra","LESLIE SCIENCE CENTER","LESLIE SCIENCE CENTER","Neutral","0 - 5","21-30","No","Park"
"2791",49222,"pine","pine, Scotch","Pinus","Pinus sylvestris","LESLIE PARK","LESLIE PARK","Good","11 - 15","31-50","No","Park"
"2792",444907,"tuliptree","tuliptree","Liriodendron","Liriodendron tulipifera","VIRGINIA AVE","431 VIRGINIA AVE","Very Good","0 - 5","0 - 10","No","Street"
"2793",19412,"horsechestnut","horsechestnut, red","Aesculus","Aesculus x carnea","SOUTH MAPLE PARK","SOUTH MAPLE PARK","Neutral","0 - 5","11-20","No","Park"
"2794",26857,"honeylocust","honeylocust, thornless","Gleditsia","Gleditsia triacanthos inermis","VARSITY DR","3735 VARSITY DR","Good","11 - 15","31-50","No","Street"
"2795",28566,"pine","pine, Austrian","Pinus","Pinus nigra","HURON PKWY","501 HURON PKWY","Neutral","0 - 5","11-20","No","Street"
"2796",1934,"maple","maple, silver","Acer","Acer saccharinum","DUNMORE RD","1727 DUNMORE RD","Good","16 - 20","31-50","Yes","Street"
"2797",221819,"cherry/plum","cherry/plum, spp.","Prunus","Prunus spp.","PAULINE BLVD","2114 PAULINE BLVD","Very Good","0 - 5","0 - 10","No","Street"
"2798",1436,"honeylocust","honeylocust, thornless","Gleditsia","Gleditsia triacanthos inermis","ARBORDALE ST","1840 ARBORDALE ST","Good","6 - 10","21-30","No","Street"
"2799",1387,"apple/crabapple","crabapple, flowering","Malus","Malus spp.","IVYWOOD DR","1701 IVYWOOD DR","Good","6 - 10","11-20","No","Street"
"2800",33853,"planetree/sycamore","planetree, London","Platanus","Platanus x acerifolia","ELLSWORTH PARK","ELLSWORTH PARK","Neutral","0 - 5","11-20","No","Park"
"2801",22541,"planetree/sycamore","planetree, London","Platanus","Platanus x acerifolia","NEWBURY CT","2465 NEWBURY CT","Good","11 - 15","31-50","No","Street"
"2802",331691,"maple","maple, Miyabei","Acer","Acer miyabei","MERSHON DR","1625 MOREHEAD DR","Good","0 - 5","0 - 10","No","Street"
"2803",19744,"tuliptree","tuliptree","Liriodendron","Liriodendron tulipifera","LANSDOWNE PARK","LANSDOWNE PARK","Good","0 - 5","11-20","No","Park"
"2804",21404,"honeylocust","honeylocust, thornless","Gleditsia","Gleditsia triacanthos inermis","NORTHBROOK DR","1855 NORTHBROOK DR","Good","6 - 10","21-30","No","Street"
"2805",8100,"ginkgo","ginkgo","Ginkgo","Ginkgo biloba","BROOKLYN AVE","1612 BROOKLYN AVE","Bad","0 - 5","11-20","No","Street"
"2806",8432,"maple","maple, Norway","Acer","Acer platanoides","FERDON RD","1220 FERDON RD","Neutral","16 - 20","31-50","Yes","Street"
"2807",8549,"maple","maple, Norway","Acer","Acer platanoides","CAMBRIDGE RD","1706 CAMBRIDGE RD","Neutral","11 - 15","31-50","No","Street"
"2808",14383,"corktree","Amur corktree","Phellodendron","Phellodendron amurense","ROBIN RD","610 ROBIN RD","Neutral","11 - 15","21-30","No","Street"
"2809",56667,"maple","maple, Norway","Acer","Acer platanoides","E UNIVERSITY AVE","1003 PACKARD ST","Good","16 - 20","31-50","No","Street"
"2810",8383,"maple","maple, Norway","Acer","Acer platanoides","OLIVIA AVE","1237 OLIVIA AVE","Neutral","26 - 30","51-70","Yes","Street"
"2811",25695,"maple","maple, red","Acer","Acer rubrum","E EISENHOWER PKWY","440 E EISENHOWER PKWY","Neutral","6 - 10","21-30","No","Street"
"2812",25861,"apple/crabapple","apple, common","Malus","Malus pumila","E EISENHOWER PKWY","450 E EISENHOWER PKWY","Neutral","6 - 10","11-20","No","Street"
"2813",25744,"hawthorn","hawthorn, spp.","Crataegus","Crataegus spp.","E EISENHOWER PKWY","325 E EISENHOWER PKWY","Good","6 - 10","21-30","No","Street"
"2815",14549,"honeylocust","honeylocust, thornless","Gleditsia","Gleditsia triacanthos inermis","W SUMMIT ST","745 FOUNTAIN ST","Neutral","6 - 10","31-50","No","Street"
"2816",14051,"spruce","spruce, Colorado","Picea","Picea pungens","BROOKS ST","1304 BROOKS ST","Neutral","11 - 15","31-50","No","Street"
"2819",22707,"maple","maple, Norway","Acer","Acer platanoides","ANN ARBOR SALINE RD","2401 ANN ARBOR SALINE RD","Good","6 - 10","21-30","No","Street"
"2821",26408,"apple/crabapple","crabapple, flowering","Malus","Malus spp.","S STATE ST","3303 S STATE ST","Neutral","6 - 10","21-30","No","Street"
"2822",6391,"maple","maple, sugar","Acer","Acer saccharum","S FOURTH AVE","430 S FOURTH AVE","Good","11 - 15","31-50","No","Street"
"2823",327375,"oak","oak, swamp white","Quercus","Quercus bicolor","E LIBERTY ST","325 E LIBERTY ST","Good","0 - 5","10 - 20","No","Street"
"2825",30699,"maple","maple, Norway","Acer","Acer platanoides","N FIRST ST","400 N FIRST ST","Neutral","16 - 20","31-50","Yes","Street"
"2826",17703,"maple","maple, Norway","Acer","Acer platanoides","LINCOLNSHIRE LN","1217 LINCOLNSHIRE LN","Neutral","11 - 15","31-50","No","Street"
"2829",43173,"apple/crabapple","crabapple, flowering","Malus","Malus spp.","TRAVER RD","1422 TRAVER RD","Neutral","0 - 5","11-20","No","Street"
"2830",42724,"maple","maple, Norway","Acer","Acer platanoides","PEAR ST","1440 PEAR ST","Neutral","21 - 25","31-50","Yes","Street"
"2832",49671,"maple","maple, Norway","Acer","Acer platanoides","BARTON NATURE AREA","BARTON NATURE AREA","Good","11 - 15","31-50","No","Park"
"2834",13885,"cherry/plum","cherry/plum, spp.","Prunus","Prunus spp.","BROADWAY ST","1312 BROADWAY ST","Good","0 - 5","11-20","No","Street"
"2835",50716,"oak","oak, swamp white","Quercus","Quercus bicolor","FULLER PARK","FULLER PARK","Neutral","0 - 5","11-20","No","Park"
"2837",50882,"pine","pine, eastern white","Pinus","Pinus strobus","FULLER PARK","FULLER PARK","Good","0 - 5","31-50","No","Park"
"2838",50667,"walnut","walnut, black","Juglans","Juglans nigra","FULLER PARK","FULLER PARK","Good","26 - 30","51-70","Yes","Park"
"2839",3594,"serviceberry","serviceberry, Autumn Brilliance","Amelanchier","Amelanchier arborea x grandiflora","ESSEX RD","2170 INDEPENDENCE BLVD","Very Good","0 - 5","0 - 10","No","Street"
"2840",51878,"honeylocust","honeylocust, thornless","Gleditsia","Gleditsia triacanthos inermis","SHERIDAN DR","1790 SHERIDAN DR","Good","0 - 5","31-50","No","Street"
"2841",51829,"pine","pine, eastern white","Pinus","Pinus strobus","OVERRIDGE DR","2615 OVERRIDGE DR","Good","11 - 15","31-50","No","Street"
"2842",164547,"elm","elm, American","Ulmus","Ulmus americana","WINCHELL DR","2300 ST FRANCIS DR","Very Good","0 - 5","0 - 10","No","Street"
"2843",37720,"maple","maple, red","Acer","Acer rubrum","BROCKMAN BLVD","2608 BROCKMAN BLVD","Bad","0 - 5","11-20","No","Street"
"2845",18250,"maple","maple, Norway","Acer","Acer platanoides","SUNNYWOOD DR","2934 SUNNYWOOD DR","Neutral","11 - 15","51-70","No","Street"
"2846",338853,"tuliptree","tuliptree","Liriodendron","Liriodendron tulipifera","LAKEVIEW DR","2987 GRALAKE AVE","Very Good","0 - 5","0 - 10","No","Street"
"2847",33404,"mulberry","mulberry, white","Morus","Morus alba","JACKSON RD","2800 JACKSON RD","Neutral","0 - 5","21-30","No","Street"
"2848",33570,"pine","pine, eastern white","Pinus","Pinus strobus","DOLPH NATURE AREA","DOLPH NATURE AREA","Neutral","0 - 5","0 - 10","No","Park"
"2849",20906,"juniper","redcedar, eastern","Juniperus","Juniperus virginiana","THE PONDS PARK","THE PONDS PARK","Neutral","0 - 5","31-50","No","Park"
"2850",3096,"maple","maple, red","Acer","Acer rubrum","VICTORIA AVE","1902 INDEPENDENCE BLVD","Neutral","11 - 15","31-50","No","Street"
"2851",133624,"hornbeam","hornbeam, European","Carpinus","Carpinus betulus","HUNT PARK","HUNT PARK","Very Good","0 - 5","0 - 10","No","Park"
"2852",53870,"pear","pear, callery","Pyrus","Pyrus calleryana","DEPOT ST","301 DEPOT ST","Neutral","0 - 5","11-20","No","Street"
"2853",42558,"honeylocust","honeylocust, thornless","Gleditsia","Gleditsia triacanthos inermis","WRIGHT ST","1200 WRIGHT ST","Neutral","16 - 20","31-50","No","Street"
"2854",49720,"hackberry","hackberry, common","Celtis","Celtis occidentalis","BANDEMER PARK","BANDEMER PARK","Neutral","0 - 5","11-20","No","Park"
"2855",5727,"zelkova","zelkova, Japanese","Zelkova","Zelkova serrata","S FIRST ST","608 S FIRST ST","Neutral","21 - 25","30 - 50","No","Street"
"2856",348554,"coffeetree","Kentucky coffeetree","Gymnocladus","Gymnocladus dioicus","FOSS ST","2298 FOSS ST","Very Good","0 - 5","0 - 10","No","Street"
"2857",18865,"oak","oak, white","Quercus","Quercus alba","GARDEN HOMES PARK","GARDEN HOMES PARK","Neutral","21 - 25","GT70","Yes","Park"
"2858",15047,"maple","maple, silver","Acer","Acer saccharinum","SPRING ST","726 SPRING ST","Neutral","26 - 30","51-70","Yes","Street"
"2859",349052,"oak","oak, swamp white","Quercus","Quercus bicolor","PACKARD ST","505 PACKARD ST","Very Good","0 - 5","0 - 10","No","Street"
"2860",56169,"maple","maple, Norway","Acer","Acer platanoides","MARSHALL CT","322 MARSHALL CT","Bad","26 - 30","51-70","Yes","Street"
"2861",387967,"elm","elm, Siberian","ulmus","Ulmus pumila","S ASHLEY ST","563 S ASHLEY ST","Good","11 - 15","31-50","No","Street"
"2863",41064,"maple","maple, red","Acer","Acer rubrum","BRIARCLIFF ST","2778 BRIARCLIFF ST","Neutral","0 - 5","11-20","No","Street"
"2864",41015,"honeylocust","honeylocust, thornless","Gleditsia","Gleditsia triacanthos inermis","RENFREW ST","2892 RENFREW ST","Neutral","0 - 5","11-20","No","Street"
"2865",41562,"spruce","spruce, Colorado","Picea","Picea pungens","NIXON RD","2630 TRAVER BLVD","Good","0 - 5","11-20","No","Street"
"2866",38857,"maple","maple, Norway","Acer","Acer platanoides","DONEGAL CT","19 DONEGAL CT","Neutral","11 - 15","21-30","No","Street"
"2867",13246,"oak","oak, swamp white","Quercus","Quercus bicolor","HURON PKWY","2851 HURON PKWY","Very Good","0 - 5","0 - 10","No","Street"
"2868",12914,"maple","maple, Norway","Acer","Acer platanoides","TRAVER BLVD","2415 TRAVER BLVD","Neutral","11 - 15","31-50","No","Street"
"2869",11752,"maple","maple, red","Acer","Acer rubrum","MALLARD CT","2529 MALLARD CT","Good","6 - 10","21-30","No","Street"
"2870",12250,"apple/crabapple","crabapple, flowering","Malus","Malus spp.","FOXWAY DR","2382 FOXWAY DR","Good","0 - 5","0 - 10","No","Street"
"2872",1885,"honeylocust","honeylocust, thornless","Gleditsia","Gleditsia triacanthos inermis","BARRINGTON PL","1730 BARRINGTON PL","Good","11 - 15","31-50","No","Street"
"2873",2051,"maple","maple, sugar","Acer","Acer saccharum","WELDON BLVD","1811 WELDON BLVD","Good","16 - 20","31-50","Yes","Street"
"2874",35562,"honeylocust","honeylocust, thornless","Gleditsia","Gleditsia triacanthos inermis","AVONDALE AVE","1810 AVONDALE AVE","Neutral","11 - 15","31-50","No","Street"
"2875",2383,"maple","maple, Tatarian","Acer","Acer tataricum","TUDOR DR","1720 TUDOR DR","Very Good","0 - 5","0 - 10","No","Street"
"2876",4258,"maple","maple, Norway","Acer","Acer platanoides","CANTERBURY RD","2811 CANTERBURY RD","Neutral","21 - 25","31-50","Yes","Street"
"2877",4756,"elm","elm, American","Ulmus","Ulmus americana","FERNWOOD AVE","2442 FERNWOOD AVE","Very Good","0 - 5","0 - 10","No","Street"
"2878",306768,"honeylocust","honeylocust, thornless","Gleditsia","Gleditsia triacanthos inermis","WASHTENAW AVE","3060 WASHTENAW AVE","Bad","0 - 5","0 - 10","No","Street"
"2879",50218,"spruce","spruce, Norway","Picea","Picea abies","MALLETTS CREEK NATURE AREA","MALLETTS CREEK NATURE AR*","Good","0 - 5","31-50","No","Park"
"2880",5395,"pine","pine, Scotch","Pinus","Pinus sylvestris","OVERRIDGE DR","2805 OVERRIDGE DR","Good","16 - 20","GT70","No","Borderline"
"2881",51663,"maple","boxelder","Acer","Acer negundo","ARLINGTON BLVD","1125 ARLINGTON BLVD","Neutral","0 - 5","11-20","No","Street"
"2882",51165,"hickory","hickory, mockernut","Carya","Carya tomentosa","HEATHERWAY ST","2821 HEATHERWAY ST","Neutral","6 - 10","31-50","No","Street"
"2883",51331,"dawn redwood","dawn redwood","Metasequoia","Metasequoia glyptostroboides","DEVONSHIRE RD","2940 DEVONSHIRE RD","Good","0 - 5","11-20","No","Street"
"2885",51380,"spruce","spruce, Colorado","Picea","Picea pungens","DEVONSHIRE RD","2675 DEVONSHIRE RD","Neutral","6 - 10","31-50","No","Street"
"2886",10590,"dogwood","dogwood, flowering","Cornus","Cornus florida","DOVER PL","3055 DOVER PL","Bad","0 - 5","11-20","No","Street"
"2887",29064,"maple","maple, red","Acer","Acer rubrum","EARHART RD","1250 EARHART RD","Neutral","6 - 10","21-30","No","Street"
"2888",440,"maple","maple, Norway","Acer","Acer platanoides","WINDEMERE DR","3925 WINDEMERE DR","Neutral","11 - 15","31-50","No","Street"
"2889",49007,"oak","oak, bur","Quercus","Quercus macrocarpa","GLACIER HIGHLANDS PARK","GLACIER HIGHLANDS PARK","Neutral","0 - 5","21-30","No","Park"
"2890",223030,"elm, Princeton","elm, American","Ulmus","Ulmus americana","GREEN RD","3515 GREEN RD","Good","0 - 5","0 - 10","No","Street"
"2891",51712,"maple","maple, Norway","Acer","Acer platanoides","BEDFORD RD","1475 ARLINGTON BLVD","Neutral","6 - 10","11-20","No","Street"
"2892",124421,"sumac","sumac, fragrant","Rhus","Rhus Aromatica ‘Gro-low'","OLSON PARK","OLSON PARK","Very Good","0 - 5","0 - 10","No","Park"
"2893",938,"planetree/sycamore","planetree, London","Platanus","Platanus x acerifolia","GREEN RD","1090 GREEN RD","Good","0 - 5","0 - 10","No","Street"
"2894",889,"maple","maple, red","Acer","Acer rubrum","WYNNSTONE DR","1245 WYNNSTONE DR","Good","6 - 10","21-30","No","Street"
"2895",391,"linden","linden, littleleaf","Tilia","Tilia cordata","MARKBARRY DR","1030 MARKBARRY DR","Good","16 - 20","31-50","No","Street"
"2896",11254,"hackberry","hackberry, common","Celtis","Celtis occidentalis","GLAZIER WAY","3630 CHARTER PL","Good","0 - 5","0 - 10","No","Street"
"2897",206216,"maple","maple, Tatarian","Acer","Acer tataricum","CENTER DR","552 CENTER DR","Good","0 - 5","0 - 10","No","Street"
"2898",47015,"zelkova","zelkova, Japanese","Zelkova","Zelkova serrata","DELLWOOD DR","623 DELLWOOD DR","Good","0 - 5","21-30","No","Street"
"2899",18699,"oak","oak, bur","Quercus","Quercus macrocarpa","HOLLYWOOD PARK","HOLLYWOOD PARK","Neutral","26 - 30","GT70","Yes","Park"
"2900",202208,"maple","maple, Miyabei","Acer","Acer miyabei","RAVENWOOD AVE","1256 RAVENWOOD AVE","Good","0 - 5","0 - 10","No","Street"
"2901",47513,"linden","linden, littleleaf","Tilia","Tilia cordata","SEQUOIA PKWY","2661 SEQUOIA PKWY","Neutral","0 - 5","11-20","No","Street"
"2902",2432,"maple","maple, silver","Acer","Acer saccharinum","KENSINGTON DR","1306 KENSINGTON DR","Bad","26 - 30","51-70","Yes","Street"
"2903",36226,"maple","maple, red","Acer","Acer rubrum","COLER RD","1455 COLER RD","Good","6 - 10","31-50","No","Street"
"2904",7553,"maple","maple, sugar","Acer","Acer saccharum","SHADFORD RD","1504 SHADFORD RD","Good","16 - 20","51-70","No","Street"
"2905",10756,"locust","locust, black","Robinia","Robinia pseudoacacia","WELLINGTON CROSS ST","3640 WELLINGTON CROSS ST","Neutral","11 - 15","31-50","No","Street"
"2906",50169,"maple","maple, red","Acer","Acer rubrum","GALLUP PARK","GALLUP PARK","Good","6 - 10","21-30","No","Park"
"2908",11088,"spruce","spruce, Colorado","Picea","Picea pungens","GREEN RD","755 WATERSHED CT","Good","6 - 10","31-50","No","Street"
"2910",55007,"pine","pine, Scotch","Pinus","Pinus sylvestris","ALLMENDINGER PARK","ALLMENDINGER PARK","Neutral","6 - 10","21-30","No","Park"
"2911",19910,"maple","maple, sugar","Acer","Acer saccharum","WURSTER PARK","WURSTER PARK","Neutral","11 - 15","51-70","No","Park"
"2912",7934,"linden","linden, littleleaf","Tilia","Tilia cordata","S STATE ST","2200 S STATE ST","Good","0 - 5","11-20","No","Street"
"2914",18914,"elm","elm, hybrid","Ulmus","Ulmus x","GARDEN HOMES PARK","GARDEN HOMES PARK","Neutral","0 - 5","11-20","No","Park"
"2915",224641,"hophornbeam","hophornbeam, American","Ostrya","Ostrya virginiana","GARDEN HOMES PARK","GARDEN HOMES PARK","Very Good","0 - 5","0 - 10","No","Park"
"2916",16756,"serviceberry","serviceberry, spp.","Amelanchier","Amelanchier spp.","SEQUOIA PKWY","2516 SEQUOIA PKWY","Neutral","0 - 5","11-20","No","Street"
"2917",18748,"spruce","spruce, Colorado","Picea","Picea pungens","KELLY PARK","KELLY PARK","Neutral","0 - 5","11-20","No","Park"
"2918",48011,"elm","elm, hybrid","Ulmus","Ulmus x","MILLER AVE","2631 MILLER AVE","Very Good","0 - 5","0 - 10","No","Street"
"2919",331740,"lilac","lilac, Japanese tree","Syringa","Syringa reticulata","S MAIN ST","2100 S MAIN ST","Good","0 - 5","0 - 10","No","Street"
"2920",45380,"maple","maple, hedge","Acer","Acer campestre","FULMER CT","2105 FULMER CT","Good","11 - 15","31-50","No","Street"
"2921",297116,"maple","maple, Miyabei","Acer","Acer miyabei","ARGYLE CRES","1605 ARGYLE CRES","Very Good","0 - 5","0 - 10","No","Street"
"2922",44882,"maple","maple, sugar","Acer","Acer saccharum","HILLRIDGE BLVD","1642 HILLRIDGE BLVD","Neutral","11 - 15","31-50","No","Street"
"2923",45214,"coffeetree","Kentucky coffeetree","Gymnocladus","Gymnocladus dioicus","CREAL CRES","1711 CREAL CRES","Neutral","0 - 5","0 - 10","No","Street"
"2924",4590,"maple","maple, silver","Acer","Acer saccharinum","MAPLEWOOD AVE","3161 OAKWOOD ST","Neutral","31 - 35","51-70","Yes","Street"
"2925",38359,"maple","maple, sugar","Acer","Acer saccharum","RADCLIFFE AVE","2723 RADCLIFFE AVE","Good","21 - 25","51-70","Yes","Street"
"2926",414648,"hackberry","hackberry, common","Celtis","Celtis occidentalis","EASY ST","2890 EASY ST","Good","0 - 5","0 - 10","No","Street"
"2927",4092,"maple","maple, Norway","Acer","Acer platanoides","CARMEL ST","2591 CARMEL ST","Neutral","21 - 25","31-50","Yes","Street"
"2928",16590,"maple","maple, sugar","Acer","Acer saccharum","FAYE DR","2420 FAYE DR","Neutral","16 - 20","51-70","Yes","Street"
"2929",107109,"maple","maple, Norway","Acer","Acer platanoides","WASHTENAW AVE","3354 WASHTENAW AVE","Neutral","6 - 10","10 - 20","No","Street"
"2930",24699,"maple","maple, Norway","Acer","Acer platanoides","WOODDALE CT","3463 WOODDALE CT","Good","0 - 5","11-20","No","Street"
"2931",24748,"maple","maple, sugar","Acer","Acer saccharum","WOODCREEK BLVD","1950 WOODCREEK BLVD","Neutral","6 - 10","31-50","No","Street"
"2932",9239,"tuliptree","tuliptree","Liriodendron","Liriodendron tulipifera","MORTON AVE","2012 MORTON AVE","Very Good","0 - 5","0 - 10","No","Street"
"2933",39378,"pagodatree","Japanese pagodatree","Sophora","Sophora japonica","MELROSE AVE","2145 MELROSE AVE","Neutral","16 - 20","31-50","No","Street"
"2934",39449,"maple","maple, sugar","Acer","Acer saccharum","TUOMY RD","2130 TUOMY RD","Neutral","21 - 25","51-70","Yes","Street"
"2935",52113,"spruce","spruce, Norway","Picea","Picea abies","ABERDEEN DR","1169 ABERDEEN DR","Neutral","11 - 15","GT70","No","Street"
